waste_id,date_listed,category,sub_category,description,location,quantity_kg,unit,demand_index,price_per_unit_lkr,total_value_lkr,status
4a571b38-34c8-43e5-9259-9ed061282966,2026-01-29,Textile Offcuts,Cotton,Leftover Cotton available at Horana factory.,Horana Export Processing Zone,171.6,kg,1.02,131.82,22620.31,Available
4f697194-1147-45dc-bdae-b9d17e92baec,2026-01-29,Textile Offcuts,Cotton,Dirty Cotton available at Horana factory.,Horana Export Processing Zone,875.42,kg,1.05,101.73,89056.48,Available
49aff71c-bbb1-4791-a946-ffeb315510e3,2026-01-29,Textile Offcuts,Polyester,Dirty Polyester available at Seethawaka factory.,Seethawaka Export Processing Zone,1204.44,kg,1.19,73.38,88381.81,Available
d812b91d-587e-4019-8c84-4784b1593fe3,2026-01-29,Chemical,Empty Drums (Plastic),Baled Empty Drums (Plastic) available at Koggala factory.,Koggala Export Processing Zone,353.77,units,1.12,610.46,215962.43,Available
d646da4d-acd7-40f7-b301-faad7911d847,2026-01-29,Metal,Steel Scraps,Clean Steel Scraps available at Colombo factory.,Colombo Industrial Zone,1534.36,kg,0.89,183.78,281984.68,Available
171bdf7c-248f-40a8-b8ea-cf8a27199bc0,2026-01-29,Paper,Mixed,Leftover Mixed available at Horana factory.,Horana Export Processing Zone,754.29,kg,0.94,18.93,14278.71,Sold
1bd28a0a-428c-4580-b265-09135170357c,2026-01-29,Plastic,PET Bottles,Loose PET Bottles available at Colombo factory.,Colombo Industrial Zone,856.19,kg,1.03,123.06,105362.74,Sold
2d2211c4-645e-4e8a-bb51-ca1cc1dafcab,2026-01-29,Textile Offcuts,Polyester,Leftover Polyester available at Koggala factory.,Koggala Export Processing Zone,1761.5,kg,0.96,55.08,97023.42,Sold
5fca69af-2ba4-4646-92e9-f89afbdbaf60,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Koggala factory.,Koggala Export Processing Zone,655.56,kg,1.07,39.77,26071.62,Available
c6edf932-b409-4f3e-a44b-4657a8f1ac7a,2026-01-29,Textile Offcuts,Cotton,Sorted Cotton available at Horana factory.,Horana Export Processing Zone,747.65,kg,0.93,137.04,102457.96,Available
45b621f2-315b-49a4-9e17-34549c7f004c,2026-01-29,Plastic,LDPE Wrap,Loose LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,1196.91,kg,1.1,106.21,127123.81,Available
ee85799c-6154-4614-9108-6c1d6e2da6fc,2026-01-29,Plastic,LDPE Wrap,Dirty LDPE Wrap available at Paliyagoda factory.,Paliyagoda,462.81,kg,1.11,128.37,59410.92,Sold
e41cde4e-6222-4c42-a35a-4248623cc3dd,2026-01-29,Plastic,PET Bottles,Loose PET Bottles available at Paliyagoda factory.,Paliyagoda,1863.24,kg,1.09,123.27,229681.59,Sold
07fcdfab-ec78-4872-bab3-cac799fe7ab2,2026-01-29,Plastic,LDPE Wrap,Sorted LDPE Wrap available at Seethawaka factory.,Seethawaka Export Processing Zone,1558.82,kg,1.04,106.03,165281.68,Available
f5705172-8a79-4f01-aa2f-4c6a06c4267d,2026-01-29,Organic,Food Waste,Unsorted Food Waste available at Horana factory.,Horana Export Processing Zone,1196.65,kg,0.96,11.9,14240.14,Sold
a595d1ca-528e-4080-afd7-e2d980e65d38,2026-01-29,Plastic,HDPE Containers,Loose HDPE Containers available at Seethawaka factory.,Seethawaka Export Processing Zone,784.17,kg,1.04,101.71,79757.93,Available
7ccaa547-5814-45ed-ba0e-e10bd8651a70,2026-01-29,Metal,Steel Scraps,Clean Steel Scraps available at Biyagama factory.,Biyagama Export Processing Zone,1092.37,kg,0.94,143.6,156864.33,Available
0bf15ddb-c52a-4ae0-9025-051adc855510,2026-01-29,Plastic,LDPE Wrap,Unsorted LDPE Wrap available at Colombo factory.,Colombo Industrial Zone,852.97,kg,1.06,110.65,94381.13,Sold
a9ae8d1d-19ab-4966-84a2-857ba4e81a61,2026-01-29,Organic,Food Waste,Loose Food Waste available at Koggala factory.,Koggala Export Processing Zone,881.14,kg,0.87,10.2,8987.63,Sold
a2a66d72-ab4d-442a-81f3-7b0de25dfe89,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,975.83,units,0.96,671.62,655386.94,Available
951b1cdc-a3b6-4dcb-93ab-66c40bd05073,2026-01-29,Plastic,PET Bottles,Sorted PET Bottles available at Koggala factory.,Koggala Export Processing Zone,185.47,kg,0.84,94.34,17497.24,Available
c6ae2661-f5d9-4e7e-9fc3-c5dad2534537,2026-01-29,Paper,Cardboard,Clean Cardboard available at Paliyagoda factory.,Paliyagoda,950.61,kg,0.96,43.94,41769.8,Available
a3dcead2-f798-43f2-93bc-96af0bfe03d2,2026-01-29,Organic,Food Waste,Unsorted Food Waste available at Horana factory.,Horana Export Processing Zone,1164.58,kg,0.88,8.96,10434.64,Sold
7334b8aa-0ee2-4321-b1dd-c7e4c282343c,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Paliyagoda factory.,Paliyagoda,1304.59,kg,0.9,50.41,65764.38,Available
3e4ff314-aede-4796-96e5-bf7bcf16f136,2026-01-29,Textile Offcuts,Polyester,Mixed Polyester available at Colombo factory.,Colombo Industrial Zone,1759.24,kg,0.96,84.0,147776.16,Sold
a341090d-abf0-48f5-b71f-adfb5d91a9bd,2026-01-29,Metal,Aluminum Cans,Mixed Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,1869.72,kg,1.05,383.12,716327.13,Sold
c0befb59-f05a-46c8-8a92-adf4fe6b7d3b,2026-01-29,Plastic,LDPE Wrap,Unsorted LDPE Wrap available at Paliyagoda factory.,Paliyagoda,996.04,kg,1.11,105.86,105440.79,Available
7574e15c-ffd6-42e3-82dd-2824a3b7679b,2026-01-29,Plastic,HDPE Containers,Sorted HDPE Containers available at Horana factory.,Horana Export Processing Zone,1805.02,kg,0.99,103.34,186530.77,Available
0536ce7d-16ac-421e-8e75-440855310600,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,1613.81,kg,0.95,382.27,616911.15,Available
318f4ca8-edad-4d1e-8d1b-784fa46cc9f2,2026-01-29,Paper,Cardboard,Loose Cardboard available at Koggala factory.,Koggala Export Processing Zone,1671.01,kg,0.95,48.56,81144.25,Available
7d746175-c4e8-48db-976a-b2c83125eea7,2026-01-29,Textile Offcuts,Polyester,Baled Polyester available at Katunayake factory.,Katunayake Export Processing Zone,156.12,kg,1.05,65.82,10275.82,Available
76baecb4-e317-45bd-8e1b-2e80dd7ee4c7,2026-01-29,Textile Offcuts,Polyester,Loose Polyester available at Seethawaka factory.,Seethawaka Export Processing Zone,1763.24,kg,0.92,67.45,118930.54,Available
50ed9a08-bfd4-460d-8798-76946491f60a,2026-01-29,Paper,Cardboard,Unsorted Cardboard available at Seethawaka factory.,Seethawaka Export Processing Zone,1782.04,kg,1.11,39.72,70782.63,Available
ee1596be-abb4-434e-905a-6de3aa697383,2026-01-29,Plastic,HDPE Containers,Baled HDPE Containers available at Colombo factory.,Colombo Industrial Zone,341.11,kg,1.11,140.98,48089.69,Available
b772ff38-9cdf-48b2-9cf1-2cf9345f7a33,2026-01-29,Metal,Steel Scraps,Baled Steel Scraps available at Seethawaka factory.,Seethawaka Export Processing Zone,1065.82,kg,0.82,168.92,180038.31,Available
8d9b846c-bc78-4222-b59d-a998afe465e0,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Horana factory.,Horana Export Processing Zone,368.82,kg,1.12,28.87,10647.83,Available
3f13a25d-db5d-457e-bfff-0ecd7c91e8dd,2026-01-29,Metal,Aluminum Cans,Dirty Aluminum Cans available at Ekala factory.,Ekala Industrial Estate,1664.53,kg,1.05,354.24,589643.11,Sold
c3476452-eedd-4554-a4d9-0a59e846dd21,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Colombo factory.,Colombo Industrial Zone,979.36,units,1.16,826.1,809049.3,Available
7e8d6999-f849-4fde-bcab-7d993e0b3d92,2026-01-29,Plastic,HDPE Containers,Mixed HDPE Containers available at Seethawaka factory.,Seethawaka Export Processing Zone,566.51,kg,0.93,85.47,48419.61,Sold
be73ddd6-6b6f-473e-bcae-1bafb05b9152,2026-01-29,Paper,Cardboard,Baled Cardboard available at Horana factory.,Horana Export Processing Zone,923.32,kg,1.18,47.25,43626.87,Available
61f9f4e2-9197-4fc5-b94d-3c6d7338211b,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Ekala factory.,Ekala Industrial Estate,1130.57,units,1.01,620.1,701066.46,Sold
abfa17c7-3fd4-436c-81cd-9da6904b9013,2026-01-29,Plastic,LDPE Wrap,Leftover LDPE Wrap available at Horana factory.,Horana Export Processing Zone,262.01,kg,0.83,81.57,21372.16,Available
b5c403c4-7d12-4749-a007-26bed8efda2d,2026-01-29,Metal,Aluminum Cans,Loose Aluminum Cans available at Katunayake factory.,Katunayake Export Processing Zone,1071.81,kg,1.13,508.54,545058.26,Available
06b57f57-2f6c-45b6-96ad-5eea57b0af50,2026-01-29,Paper,Cardboard,Clean Cardboard available at Seethawaka factory.,Seethawaka Export Processing Zone,745.38,kg,1.2,64.17,47831.03,Available
0229fc28-7bdc-4098-b649-ae1ceacbab5f,2026-01-29,Textile Offcuts,Mixed,Baled Mixed available at Ekala factory.,Ekala Industrial Estate,945.32,kg,0.96,20.09,18991.48,Available
b1292bd8-a711-4792-841e-10fb3cc8be42,2026-01-29,Paper,Cardboard,Unsorted Cardboard available at Biyagama factory.,Biyagama Export Processing Zone,157.84,kg,1.14,63.31,9992.85,Sold
eb96620f-0831-4fbd-8cce-dcf8d9640c23,2026-01-29,Metal,Aluminum Cans,Baled Aluminum Cans available at Biyagama factory.,Biyagama Export Processing Zone,454.09,kg,1.01,367.68,166959.81,Available
ff8ebf7b-698f-4d97-8f89-cd6b719a8051,2026-01-29,Plastic,HDPE Containers,Loose HDPE Containers available at Katunayake factory.,Katunayake Export Processing Zone,1999.87,kg,0.81,94.41,188807.73,Available
dcd01377-4d42-426d-a7c1-be4e6664d5c4,2026-01-29,Metal,Aluminum Cans,Leftover Aluminum Cans available at Horana factory.,Horana Export Processing Zone,53.96,kg,1.09,330.58,17838.1,Available
4237cc86-7ee5-482d-8aa1-a7a15cff8261,2026-01-29,Organic,Food Waste,Mixed Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,1032.19,kg,1.17,8.74,9021.34,Sold
678ada9e-9e90-47b6-92d3-f3c42c5a3a4c,2026-01-29,Plastic,PET Bottles,Clean PET Bottles available at Katunayake factory.,Katunayake Export Processing Zone,1699.19,kg,0.84,71.11,120829.4,Available
c5cc7ccd-d464-4cc1-9bd6-00d406b5253c,2026-01-29,Paper,Mixed,Clean Mixed available at Katunayake factory.,Katunayake Export Processing Zone,662.38,kg,1.15,42.66,28257.13,Available
5a5ed040-d5f2-403f-ae73-950c52e57460,2026-01-29,Paper,Cardboard,Dirty Cardboard available at Katunayake factory.,Katunayake Export Processing Zone,236.23,kg,1.08,43.31,10231.12,Available
644d36b4-ce68-4969-8d02-e46abaf13c12,2026-01-29,Paper,Mixed,Clean Mixed available at Paliyagoda factory.,Paliyagoda,1999.39,kg,1.03,39.98,79935.61,Available
77d51b46-cfcf-4e43-9b4f-8d8f95bc6383,2026-01-29,Textile Offcuts,Mixed,Dirty Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,1254.34,kg,1.07,22.35,28034.5,Available
1c43b755-7cba-4893-8c6b-428a77f50b8d,2026-01-29,Chemical,Empty Drums (Plastic),Mixed Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,1506.1,units,1.06,616.62,928691.38,Available
7a2e8794-67e2-428b-861d-fd0b4e6746ab,2026-01-29,Plastic,PET Bottles,Clean PET Bottles available at Paliyagoda factory.,Paliyagoda,1586.3,kg,1.15,145.84,231345.99,Sold
02ed96f1-60f3-4d08-b927-b0fddc95d847,2026-01-29,Plastic,HDPE Containers,Mixed HDPE Containers available at Katunayake factory.,Katunayake Export Processing Zone,1152.91,kg,1.15,137.73,158790.29,Available
9f9c91a3-d9d6-4e38-bb5a-16e65501be7a,2026-01-29,Textile Offcuts,Mixed,Loose Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,548.25,kg,1.03,47.91,26266.66,Sold
60adb85f-e7fd-441f-b920-987f593896d5,2026-01-29,Textile Offcuts,Polyester,Unsorted Polyester available at Paliyagoda factory.,Paliyagoda,1152.08,kg,0.84,51.61,59458.85,Available
71a85d63-c741-4c0b-be95-b1c0d484d8e3,2026-01-29,Metal,Aluminum Cans,Baled Aluminum Cans available at Ekala factory.,Ekala Industrial Estate,1764.06,kg,1.06,323.81,571220.27,Available
1a7bb33e-77bc-4848-9d6c-8c9f3e2d774b,2026-01-29,Paper,Mixed,Sorted Mixed available at Koggala factory.,Koggala Export Processing Zone,287.68,kg,1.11,19.26,5540.72,Available
6e8153b3-201f-4cd5-aea3-79439cbbed28,2026-01-29,Textile Offcuts,Polyester,Loose Polyester available at Biyagama factory.,Biyagama Export Processing Zone,1673.06,kg,1.02,55.46,92787.91,Available
d80dc2fe-e884-45b6-908c-7c54592e4204,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Ekala factory.,Ekala Industrial Estate,1285.72,kg,0.86,172.26,221478.13,Available
f46dd979-aeb9-47e4-8b8e-c0d6a5702b9e,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Seethawaka factory.,Seethawaka Export Processing Zone,865.3,kg,0.97,113.77,98445.18,Available
3725b27c-74f4-4309-afd5-490bbc7f7cf5,2026-01-29,Plastic,LDPE Wrap,Dirty LDPE Wrap available at Ekala factory.,Ekala Industrial Estate,1320.62,kg,0.97,92.3,121893.23,Available
09e3584e-2127-41ff-b9e8-d6029eedbdce,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Ekala factory.,Ekala Industrial Estate,1769.08,kg,0.88,212.11,375239.56,Available
4f8b5403-16c1-4955-93c2-4659f5c7dba9,2026-01-29,Metal,Aluminum Cans,Leftover Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,1219.67,kg,0.99,363.64,443520.8,Sold
1a057e86-3945-40ec-b29e-5a9132066b76,2026-01-29,Textile Offcuts,Mixed,Loose Mixed available at Biyagama factory.,Biyagama Export Processing Zone,283.5,kg,0.9,44.2,12530.7,Available
de22b2d2-3dd2-4b42-848c-025ba10c12c3,2026-01-29,Metal,Aluminum Cans,Sorted Aluminum Cans available at Paliyagoda factory.,Paliyagoda,1891.8,kg,1.13,340.37,643911.97,Available
b8cbc055-5d0a-478a-83b5-a1f4a1492477,2026-01-29,Metal,Aluminum Cans,Clean Aluminum Cans available at Koggala factory.,Koggala Export Processing Zone,513.71,kg,1.01,352.29,180974.9,Available
ecdef31a-32ab-4d79-977e-f562d6e86269,2026-01-29,Paper,Cardboard,Mixed Cardboard available at Colombo factory.,Colombo Industrial Zone,1289.36,kg,1.15,45.08,58124.35,Available
bc649e0e-4e79-438e-868a-8cd910784f25,2026-01-29,Plastic,PET Bottles,Mixed PET Bottles available at Seethawaka factory.,Seethawaka Export Processing Zone,600.38,kg,0.82,67.04,40249.48,Available
fa0a23eb-40d3-47f7-a8ef-fadc4d67262c,2026-01-29,Organic,Food Waste,Loose Food Waste available at Katunayake factory.,Katunayake Export Processing Zone,232.72,kg,1.19,9.67,2250.4,Available
31390b9d-ee7f-4aea-b38d-822177d13f17,2026-01-29,Plastic,HDPE Containers,Leftover HDPE Containers available at Colombo factory.,Colombo Industrial Zone,658.62,kg,1.14,149.34,98358.31,Available
d58890a0-7eaf-4eba-8bd3-af1914153225,2026-01-29,Plastic,HDPE Containers,Leftover HDPE Containers available at Biyagama factory.,Biyagama Export Processing Zone,141.95,kg,1.06,117.94,16741.58,Available
c52b01fe-4e9e-491d-a56a-e1c726548b50,2026-01-29,Plastic,HDPE Containers,Baled HDPE Containers available at Seethawaka factory.,Seethawaka Export Processing Zone,1685.66,kg,0.94,116.37,196160.25,Available
cb5d52e1-3227-41cc-8891-2c3d0aaec020,2026-01-29,Plastic,PET Bottles,Sorted PET Bottles available at Ekala factory.,Ekala Industrial Estate,1885.83,kg,0.89,85.96,162105.95,Available
f1962c2d-b9e2-433c-b383-3d126b588e81,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Koggala factory.,Koggala Export Processing Zone,304.89,units,0.95,597.58,182196.17,Available
ab5c4e96-5fcd-4076-a45a-86ad1b10604f,2026-01-29,Plastic,HDPE Containers,Sorted HDPE Containers available at Paliyagoda factory.,Paliyagoda,868.15,kg,1.12,118.94,103257.76,Sold
3eb5277f-ce1b-4c83-a00a-59779918f4bc,2026-01-29,Plastic,PET Bottles,Baled PET Bottles available at Biyagama factory.,Biyagama Export Processing Zone,1992.97,kg,1.16,145.4,289777.84,Available
a519ca62-ff4c-4d02-a967-c93a457aefef,2026-01-29,Textile Offcuts,Cotton,Mixed Cotton available at Seethawaka factory.,Seethawaka Export Processing Zone,353.93,kg,0.96,111.98,39633.08,Available
7b2a9713-e68b-4007-b49d-7ccad0878398,2026-01-29,Chemical,Empty Drums (Plastic),Sorted Empty Drums (Plastic) available at Biyagama factory.,Biyagama Export Processing Zone,1730.58,units,1.16,765.55,1324845.52,Available
ee2adf78-78c1-435c-b611-60180f9b20fa,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Colombo factory.,Colombo Industrial Zone,1507.09,kg,1.09,142.55,214835.68,Available
a49417e7-1059-45e5-b963-f2f60add0ca3,2026-01-29,Textile Offcuts,Cotton,Dirty Cotton available at Katunayake factory.,Katunayake Export Processing Zone,558.59,kg,1.08,107.07,59808.23,Available
2529c689-69a6-443f-8cc3-a13b06fd715c,2026-01-29,Plastic,LDPE Wrap,Baled LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,1312.44,kg,0.95,83.58,109693.74,Available
1daa18ef-1bae-4d3c-8062-b8b9c2a9a4ca,2026-01-29,Textile Offcuts,Polyester,Leftover Polyester available at Ekala factory.,Ekala Industrial Estate,1636.91,kg,0.82,47.51,77769.59,Available
21249527-509b-4498-be4b-27dad2a7789a,2026-01-29,Paper,Mixed,Sorted Mixed available at Katunayake factory.,Katunayake Export Processing Zone,1712.67,kg,0.81,12.51,21425.5,Sold
9f528b05-6782-4d4f-a800-29d1689c57fd,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Katunayake factory.,Katunayake Export Processing Zone,941.06,kg,0.98,136.22,128191.19,Available
0ebd37d1-a075-4ac0-b311-4aaf170ff209,2026-01-29,Textile Offcuts,Cotton,Leftover Cotton available at Horana factory.,Horana Export Processing Zone,219.23,kg,0.93,74.47,16326.06,Available
795fa779-f98c-419d-8809-ea618ac13fa6,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Ekala factory.,Ekala Industrial Estate,1890.81,kg,1.09,61.35,116001.19,Available
c20818e2-2d98-4639-820e-6dd28b2967b5,2026-01-29,Chemical,Empty Drums (Plastic),Baled Empty Drums (Plastic) available at Horana factory.,Horana Export Processing Zone,843.96,units,1.09,843.89,712209.4,Available
87a10071-d8cd-472b-90dd-7efe2ac00dc3,2026-01-29,Metal,Steel Scraps,Clean Steel Scraps available at Paliyagoda factory.,Paliyagoda,1181.53,kg,0.98,183.39,216680.79,Available
8ecf27ac-b1fb-4664-800b-afd6e16900f2,2026-01-29,Textile Offcuts,Cotton,Loose Cotton available at Colombo factory.,Colombo Industrial Zone,1480.03,kg,1.16,142.8,211348.28,Available
c5c6d895-0215-40f5-957b-6859db67d593,2026-01-29,Paper,Cardboard,Baled Cardboard available at Paliyagoda factory.,Paliyagoda,552.9,kg,0.86,43.26,23918.45,Available
a87809d3-e45f-4585-87c3-d6f7681a309b,2026-01-29,Textile Offcuts,Mixed,Dirty Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,276.82,kg,0.89,30.33,8395.95,Available
c8d79002-bb44-4d5b-8977-dbcc148da208,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Seethawaka factory.,Seethawaka Export Processing Zone,1649.66,units,1.01,760.29,1254220.0,Available
12d85219-9bac-444b-9ed3-1eaf41669042,2026-01-29,Organic,Food Waste,Mixed Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,265.39,kg,1.12,7.64,2027.58,Available
55bfd26b-bc78-4f3d-9a09-323c701fc772,2026-01-29,Chemical,Empty Drums (Plastic),Clean Empty Drums (Plastic) available at Seethawaka factory.,Seethawaka Export Processing Zone,262.75,units,0.81,496.23,130384.43,Sold
74b192d1-0648-46f6-b6d0-b1363218bd4e,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Koggala factory.,Koggala Export Processing Zone,189.83,kg,0.83,255.55,48511.06,Available
32d97501-606c-415e-a095-bbb33dc1118b,2026-01-29,Plastic,LDPE Wrap,Sorted LDPE Wrap available at Ekala factory.,Ekala Industrial Estate,845.9,kg,0.95,102.14,86400.23,Available
15706430-5581-4039-a286-aa41ae7b2c01,2026-01-29,Plastic,LDPE Wrap,Baled LDPE Wrap available at Seethawaka factory.,Seethawaka Export Processing Zone,1195.0,kg,1.18,131.26,156855.7,Available
f1ee3244-ed8d-4fad-b978-66f6e74217fb,2026-01-29,Plastic,PET Bottles,Loose PET Bottles available at Ekala factory.,Ekala Industrial Estate,1754.47,kg,1.05,111.93,196377.83,Available
aeeacd69-f669-4c98-9983-22409adf3ef3,2026-01-29,Textile Offcuts,Polyester,Sorted Polyester available at Horana factory.,Horana Export Processing Zone,336.56,kg,1.05,36.62,12324.83,Available
941ec9bb-cf63-4478-bc24-dc14edaf1fb0,2026-01-29,Metal,Steel Scraps,Sorted Steel Scraps available at Seethawaka factory.,Seethawaka Export Processing Zone,1800.6,kg,0.83,161.55,290886.93,Sold
de97a826-d5f1-4773-8074-3837815ed86a,2026-01-29,Plastic,PET Bottles,Sorted PET Bottles available at Koggala factory.,Koggala Export Processing Zone,503.82,kg,1.0,106.48,53646.75,Sold
5194a092-37a8-4fdf-80a2-776b3ef957d5,2026-01-29,Metal,Steel Scraps,Sorted Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,1635.39,kg,0.92,189.95,310642.33,Sold
98dcef09-909d-42b1-a883-f9dc49ff2a15,2026-01-29,Organic,Food Waste,Mixed Food Waste available at Paliyagoda factory.,Paliyagoda,1972.39,kg,1.06,7.98,15739.67,Available
7edaf6da-5ef0-4e7c-873c-992f7583ab46,2026-01-29,Paper,Cardboard,Leftover Cardboard available at Ekala factory.,Ekala Industrial Estate,1690.45,kg,1.14,67.4,113936.33,Sold
311e02a2-a395-4115-bda9-eff57587c104,2026-01-29,Textile Offcuts,Cotton,Unsorted Cotton available at Seethawaka factory.,Seethawaka Export Processing Zone,1916.79,kg,1.12,100.94,193480.78,Available
d9390939-47c5-4e50-b6f8-8ab673c873cc,2026-01-29,Metal,Aluminum Cans,Loose Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,664.91,kg,0.97,431.18,286695.89,Available
1d98f04a-ba20-4fa7-a0ee-5c3fce473912,2026-01-29,Paper,Mixed,Leftover Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,1205.73,kg,1.12,31.54,38028.72,Available
498b2efe-e2c4-4045-9651-1e3f57c37522,2026-01-29,Organic,Food Waste,Loose Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,1276.8,kg,0.91,11.26,14376.77,Available
68c2858e-25ec-48bd-a7a6-34e600e2be7e,2026-01-29,Textile Offcuts,Cotton,Unsorted Cotton available at Paliyagoda factory.,Paliyagoda,1513.93,kg,1.13,98.84,149636.84,Available
7cc634f9-bf1d-42fc-beef-b37893c521c4,2026-01-29,Chemical,Empty Drums (Plastic),Mixed Empty Drums (Plastic) available at Biyagama factory.,Biyagama Export Processing Zone,1938.83,units,0.82,439.15,851437.19,Available
8d0e4a4f-568d-4c82-b418-626a725a0b60,2026-01-29,Metal,Aluminum Cans,Mixed Aluminum Cans available at Biyagama factory.,Biyagama Export Processing Zone,1745.39,kg,1.01,338.73,591215.95,Available
70fd5fcd-cb2f-442e-bd84-4d890456f561,2026-01-29,Plastic,PET Bottles,Sorted PET Bottles available at Katunayake factory.,Katunayake Export Processing Zone,1859.94,kg,0.92,111.49,207364.71,Available
3d11189a-6295-46ce-b657-87ef7a74869a,2026-01-29,Textile Offcuts,Polyester,Sorted Polyester available at Seethawaka factory.,Seethawaka Export Processing Zone,1876.76,kg,0.82,37.88,71091.67,Available
fd5f8d2a-4a56-45d0-a168-5c505ea5d5ec,2026-01-29,Paper,Cardboard,Sorted Cardboard available at Biyagama factory.,Biyagama Export Processing Zone,1339.44,kg,1.06,50.06,67052.37,Sold
d92c38eb-c017-43ff-a564-54103f375938,2026-01-29,Paper,Cardboard,Mixed Cardboard available at Katunayake factory.,Katunayake Export Processing Zone,1852.14,kg,1.07,40.9,75752.53,Available
edf3d3c9-ee67-4773-921e-719f8e1055ad,2026-01-29,Paper,Mixed,Baled Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,139.39,kg,1.15,31.56,4399.15,Available
85dcd6fa-f006-4be9-a2a6-e890a3c0646c,2026-01-29,Textile Offcuts,Mixed,Unsorted Mixed available at Colombo factory.,Colombo Industrial Zone,626.32,kg,1.07,21.49,13459.62,Sold
5607ebc6-57ae-4512-8890-30184b596dd8,2026-01-29,Metal,Aluminum Cans,Leftover Aluminum Cans available at Biyagama factory.,Biyagama Export Processing Zone,1466.68,kg,0.99,393.4,576991.91,Available
cffbb2cb-9e8e-4e4d-af36-7ea73b23a072,2026-01-29,Metal,Aluminum Cans,Dirty Aluminum Cans available at Paliyagoda factory.,Paliyagoda,1517.51,kg,1.05,386.83,587018.39,Available
080d66da-edd9-4cbe-a394-7021d46e252d,2026-01-29,Textile Offcuts,Mixed,Loose Mixed available at Biyagama factory.,Biyagama Export Processing Zone,1487.56,kg,0.99,30.6,45519.34,Sold
12710548-401c-4345-a3e8-ac89c0c534a5,2026-01-29,Paper,Cardboard,Leftover Cardboard available at Seethawaka factory.,Seethawaka Export Processing Zone,1749.02,kg,0.98,51.46,90004.57,Available
7d78d0b2-8b9d-4664-b9c6-c59d2cf641cc,2026-01-29,Textile Offcuts,Cotton,Dirty Cotton available at Biyagama factory.,Biyagama Export Processing Zone,54.38,kg,0.95,61.4,3338.93,Sold
b5632921-0ac1-4874-8807-d999f9a9e108,2026-01-29,Textile Offcuts,Polyester,Mixed Polyester available at Ekala factory.,Ekala Industrial Estate,435.11,kg,0.98,60.86,26480.79,Available
a656732a-3aab-4807-8cce-77d43fb6df26,2026-01-29,Textile Offcuts,Polyester,Unsorted Polyester available at Ekala factory.,Ekala Industrial Estate,417.13,kg,1.0,43.45,18124.3,Available
859c9f17-0a1a-4a01-b560-1143d3249486,2026-01-29,Paper,Cardboard,Clean Cardboard available at Paliyagoda factory.,Paliyagoda,921.9,kg,1.09,60.97,56208.24,Sold
06839d9a-679e-450c-86b0-45126aadbe83,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Biyagama factory.,Biyagama Export Processing Zone,1889.32,kg,1.18,501.23,946983.86,Sold
3c27fb95-c4c0-4e26-aacf-4ba22f030c9d,2026-01-29,Plastic,HDPE Containers,Leftover HDPE Containers available at Colombo factory.,Colombo Industrial Zone,1100.1,kg,0.88,118.44,130295.84,Available
c0ff4f70-0974-4568-b44e-1bf975eb4bbe,2026-01-29,Textile Offcuts,Polyester,Sorted Polyester available at Colombo factory.,Colombo Industrial Zone,1063.15,kg,1.02,84.93,90293.33,Sold
